,No.,Time,Source,Destination,Protocol,Length,Info,From_Target,OS,Software,Comm_Type,Session,Info_Filtered,Handshake,Seq,Ack,Win,Len,Conversation_dT,Conversation_Protocol_T-1,Conversation_Protocol_T-2,Conversation_Protocol_T-3,Conversation_Protocol_T-4,Conversation_Protocol_T-5,Conversation_Protocol_T-6,Conversation_Protocol_T-7,Conversation_Protocol_T-8,Conversation_Protocol_T-9,Conversation_Length_T-1,Conversation_Length_T-2,Conversation_Length_T-3,Conversation_Length_T-4,Conversation_Length_T-5,Conversation_Length_T-6,Conversation_Length_T-7,Conversation_Length_T-8,Conversation_Length_T-9,Conversation_From_Target_T-1,Conversation_From_Target_T-2,Conversation_From_Target_T-3,Conversation_From_Target_T-4,Conversation_From_Target_T-5,Conversation_From_Target_T-6,Conversation_From_Target_T-7,Conversation_From_Target_T-8,Conversation_From_Target_T-9,Conversation_dT_T-1,Conversation_dT_T-2,Conversation_dT_T-3,Conversation_dT_T-4,Conversation_dT_T-5,Conversation_dT_T-6,Conversation_dT_T-7,Conversation_dT_T-8,Conversation_dT_T-9
4745,4760,10.538965,Target,157.240.14.35,TCP,54,51755  >  443 [ACK] Seq=10261 Ack=187590 Win=129792 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],10261,187590,129792,0,2.899999999961267e-05,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,1288,54,1221,1286,1286,1286,1283,54,89,False,True,False,False,False,False,False,True,False,0.006007000000000318,4.2999999999793204e-05,9.999999992515995e-07,1.0000000010279564e-06,0.0,0.0019959999999983324,0.04464600000000196,4.299999999801685e-05,0.012960000000001415
4746,4761,10.541006,157.240.14.35,Target,TLSv1.3,305,Application Data,False,,,Browsing,6,Application Data,,,,,,0.0020410000000001816,TCP,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,54,1288,54,1221,1286,1286,1286,1283,54,True,False,True,False,False,False,False,False,True,2.899999999961267e-05,0.006007000000000318,4.2999999999793204e-05,9.999999992515995e-07,1.0000000010279564e-06,0.0,0.0019959999999983324,0.04464600000000196,4.299999999801685e-05
4747,4762,10.541007,157.240.14.35,Target,TLSv1.3,1281,Application Data,False,,,Browsing,6,Application Data,,,,,,1.0000000010279564e-06,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,305,54,1288,54,1221,1286,1286,1286,1283,False,True,False,True,False,False,False,False,False,0.0020410000000001816,2.899999999961267e-05,0.006007000000000318,4.2999999999793204e-05,9.999999992515995e-07,1.0000000010279564e-06,0.0,0.0019959999999983324,0.04464600000000196
4748,4763,10.541007,157.240.14.35,Target,TLSv1.3,1286,Application Data,False,,,Browsing,6,Application Data,,,,,,0.0,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,1281,305,54,1288,54,1221,1286,1286,1286,False,False,True,False,True,False,False,False,False,1.0000000010279564e-06,0.0020410000000001816,2.899999999961267e-05,0.006007000000000318,4.2999999999793204e-05,9.999999992515995e-07,1.0000000010279564e-06,0.0,0.0019959999999983324
4749,4764,10.541007,157.240.14.35,Target,TLSv1.3,1286,Application Data,False,,,Browsing,6,Application Data,,,,,,0.0,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,1286,1281,305,54,1288,54,1221,1286,1286,False,False,False,True,False,True,False,False,False,0.0,1.0000000010279564e-06,0.0020410000000001816,2.899999999961267e-05,0.006007000000000318,4.2999999999793204e-05,9.999999992515995e-07,1.0000000010279564e-06,0.0
4750,4765,10.541053999999999,Target,157.240.14.35,TCP,54,51755  >  443 [ACK] Seq=10261 Ack=191532 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],10261,191532,131072,0,4.699999999857596e-05,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TLSv1.3,1286,1286,1281,305,54,1288,54,1221,1286,False,False,False,False,True,False,True,False,False,0.0,0.0,1.0000000010279564e-06,0.0020410000000001816,2.899999999961267e-05,0.006007000000000318,4.2999999999793204e-05,9.999999992515995e-07,1.0000000010279564e-06
4751,4766,10.542256,157.240.14.35,Target,TLSv1.3,1286,Application Data,False,,,Browsing,6,Application Data,,,,,,0.0012020000000010356,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,54,1286,1286,1281,305,54,1288,54,1221,True,False,False,False,False,True,False,True,False,4.699999999857596e-05,0.0,0.0,1.0000000010279564e-06,0.0020410000000001816,2.899999999961267e-05,0.006007000000000318,4.2999999999793204e-05,9.999999992515995e-07
4752,4767,10.542256,157.240.14.35,Target,TLSv1.3,1286,Application Data,False,,,Browsing,6,Application Data,,,,,,0.0,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,1286,54,1286,1286,1281,305,54,1288,54,False,True,False,False,False,False,True,False,True,0.0012020000000010356,4.699999999857596e-05,0.0,0.0,1.0000000010279564e-06,0.0020410000000001816,2.899999999961267e-05,0.006007000000000318,4.2999999999793204e-05
4753,4768,10.542257000000001,157.240.14.35,Target,TLSv1.3,1286,Application Data,False,,,Browsing,6,Application Data,,,,,,1.0000000010279564e-06,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,1286,1286,54,1286,1286,1281,305,54,1288,False,False,True,False,False,False,False,True,False,0.0,0.0012020000000010356,4.699999999857596e-05,0.0,0.0,1.0000000010279564e-06,0.0020410000000001816,2.899999999961267e-05,0.006007000000000318
4754,4769,10.542295,Target,157.240.14.35,TCP,54,51755  >  443 [ACK] Seq=10261 Ack=195228 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],10261,195228,131072,0,3.7999999998206135e-05,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,1286,1286,1286,54,1286,1286,1281,305,54,False,False,False,True,False,False,False,False,True,1.0000000010279564e-06,0.0,0.0012020000000010356,4.699999999857596e-05,0.0,0.0,1.0000000010279564e-06,0.0020410000000001816,2.899999999961267e-05
4755,4770,10.546035,Target,157.240.14.35,TLSv1.3,1202,Application Data,True,Windows 10,Firefox,Browsing,6,Application Data,,,,,,0.0037400000000005207,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,54,1286,1286,1286,54,1286,1286,1281,305,True,False,False,False,True,False,False,False,False,3.7999999998206135e-05,1.0000000010279564e-06,0.0,0.0012020000000010356,4.699999999857596e-05,0.0,0.0,1.0000000010279564e-06,0.0020410000000001816
4756,4771,10.552114999999999,157.240.14.35,Target,TLSv1.3,1286,Application Data,False,,,Browsing,6,Application Data,,,,,,0.006079999999998975,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,1202,54,1286,1286,1286,54,1286,1286,1281,True,True,False,False,False,True,False,False,False,0.0037400000000005207,3.7999999998206135e-05,1.0000000010279564e-06,0.0,0.0012020000000010356,4.699999999857596e-05,0.0,0.0,1.0000000010279564e-06
4757,4772,10.553946,157.240.14.35,Target,TLSv1.3,1434,Application Data,False,,,Browsing,6,Application Data,,,,,,0.0018310000000010263,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,1286,1202,54,1286,1286,1286,54,1286,1286,False,True,True,False,False,False,True,False,False,0.006079999999998975,0.0037400000000005207,3.7999999998206135e-05,1.0000000010279564e-06,0.0,0.0012020000000010356,4.699999999857596e-05,0.0,0.0
4758,4773,10.553946,157.240.14.35,Target,TLSv1.3,1138,Application Data,False,,,Browsing,6,Application Data,,,,,,0.0,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,1434,1286,1202,54,1286,1286,1286,54,1286,False,False,True,True,False,False,False,True,False,0.0018310000000010263,0.006079999999998975,0.0037400000000005207,3.7999999998206135e-05,1.0000000010279564e-06,0.0,0.0012020000000010356,4.699999999857596e-05,0.0
4759,4774,10.553972,Target,157.240.14.35,TCP,54,51755  >  443 [ACK] Seq=11409 Ack=198924 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],11409,198924,131072,0,2.6000000000081513e-05,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TCP,1138,1434,1286,1202,54,1286,1286,1286,54,False,False,False,True,True,False,False,False,True,0.0,0.0018310000000010263,0.006079999999998975,0.0037400000000005207,3.7999999998206135e-05,1.0000000010279564e-06,0.0,0.0012020000000010356,4.699999999857596e-05
4760,4775,10.572147,157.240.14.35,Target,TLSv1.3,1434,Application Data,False,,,Browsing,6,Application Data,,,,,,0.018174999999999386,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,54,1138,1434,1286,1202,54,1286,1286,1286,True,False,False,False,True,True,False,False,False,2.6000000000081513e-05,0.0,0.0018310000000010263,0.006079999999998975,0.0037400000000005207,3.7999999998206135e-05,1.0000000010279564e-06,0.0,0.0012020000000010356
4761,4776,10.572177,Target,157.240.14.35,TCP,54,51755  >  443 [ACK] Seq=11409 Ack=200304 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],11409,200304,131072,0,3.0000000000640625e-05,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,1434,54,1138,1434,1286,1202,54,1286,1286,False,True,False,False,False,True,True,False,False,0.018174999999999386,2.6000000000081513e-05,0.0,0.0018310000000010263,0.006079999999998975,0.0037400000000005207,3.7999999998206135e-05,1.0000000010279564e-06,0.0
4762,4777,10.586463,157.240.14.35,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.014286000000000243,TCP,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,54,1434,54,1138,1434,1286,1202,54,1286,True,False,True,False,False,False,True,True,False,3.0000000000640625e-05,0.018174999999999386,2.6000000000081513e-05,0.0,0.0018310000000010263,0.006079999999998975,0.0037400000000005207,3.7999999998206135e-05,1.0000000010279564e-06
4763,4778,10.586463,157.240.14.35,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.0,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,1434,54,1434,54,1138,1434,1286,1202,54,False,True,False,True,False,False,False,True,True,0.014286000000000243,3.0000000000640625e-05,0.018174999999999386,2.6000000000081513e-05,0.0,0.0018310000000010263,0.006079999999998975,0.0037400000000005207,3.7999999998206135e-05
4764,4779,10.586463,157.240.14.35,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.0,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,1434,1434,54,1434,54,1138,1434,1286,1202,False,False,True,False,True,False,False,False,True,0.0,0.014286000000000243,3.0000000000640625e-05,0.018174999999999386,2.6000000000081513e-05,0.0,0.0018310000000010263,0.006079999999998975,0.0037400000000005207
4765,4780,10.58651,Target,157.240.14.35,TCP,54,51755  >  443 [ACK] Seq=11409 Ack=204444 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],11409,204444,131072,0,4.7000000000352316e-05,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,1434,1434,1434,54,1434,54,1138,1434,1286,False,False,False,True,False,True,False,False,False,0.0,0.0,0.014286000000000243,3.0000000000640625e-05,0.018174999999999386,2.6000000000081513e-05,0.0,0.0018310000000010263,0.006079999999998975
4766,4781,10.588981,157.240.14.35,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.00247099999999989,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,TLSv1.3,54,1434,1434,1434,54,1434,54,1138,1434,True,False,False,False,True,False,True,False,False,4.7000000000352316e-05,0.0,0.0,0.014286000000000243,3.0000000000640625e-05,0.018174999999999386,2.6000000000081513e-05,0.0,0.0018310000000010263
4767,4782,10.588981,157.240.14.35,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.0,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,TLSv1.3,1434,54,1434,1434,1434,54,1434,54,1138,False,True,False,False,False,True,False,True,False,0.00247099999999989,4.7000000000352316e-05,0.0,0.0,0.014286000000000243,3.0000000000640625e-05,0.018174999999999386,2.6000000000081513e-05,0.0
4768,4783,10.588982000000001,157.240.14.35,Target,TLSv1.3,1434,"Application Data, Application Data",False,,,Browsing,6,"Application Data, Application Data",,,,,,1.0000000010279564e-06,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TCP,1434,1434,54,1434,1434,1434,54,1434,54,False,False,True,False,False,False,True,False,True,0.0,0.00247099999999989,4.7000000000352316e-05,0.0,0.0,0.014286000000000243,3.0000000000640625e-05,0.018174999999999386,2.6000000000081513e-05
4769,4784,10.589025,Target,157.240.14.35,TCP,54,51755  >  443 [ACK] Seq=11409 Ack=208584 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],11409,208584,131072,0,4.299999999801685e-05,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,1434,1434,1434,54,1434,1434,1434,54,1434,False,False,False,True,False,False,False,True,False,1.0000000010279564e-06,0.0,0.00247099999999989,4.7000000000352316e-05,0.0,0.0,0.014286000000000243,3.0000000000640625e-05,0.018174999999999386
4770,4785,10.589592,157.240.14.35,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.0005670000000002062,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TCP,54,1434,1434,1434,54,1434,1434,1434,54,True,False,False,False,True,False,False,False,True,4.299999999801685e-05,1.0000000010279564e-06,0.0,0.00247099999999989,4.7000000000352316e-05,0.0,0.0,0.014286000000000243,3.0000000000640625e-05
4771,4786,10.594009,157.240.14.35,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.004417000000000115,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,1434,54,1434,1434,1434,54,1434,1434,1434,False,True,False,False,False,True,False,False,False,0.0005670000000002062,4.299999999801685e-05,1.0000000010279564e-06,0.0,0.00247099999999989,4.7000000000352316e-05,0.0,0.0,0.014286000000000243
4772,4787,10.594049,Target,157.240.14.35,TCP,54,51755  >  443 [ACK] Seq=11409 Ack=211344 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],11409,211344,131072,0,4.000000000026205e-05,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,1434,1434,54,1434,1434,1434,54,1434,1434,False,False,True,False,False,False,True,False,False,0.004417000000000115,0.0005670000000002062,4.299999999801685e-05,1.0000000010279564e-06,0.0,0.00247099999999989,4.7000000000352316e-05,0.0,0.0
4773,4788,10.596424,157.240.14.35,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.002375000000000682,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,54,1434,1434,54,1434,1434,1434,54,1434,True,False,False,True,False,False,False,True,False,4.000000000026205e-05,0.004417000000000115,0.0005670000000002062,4.299999999801685e-05,1.0000000010279564e-06,0.0,0.00247099999999989,4.7000000000352316e-05,0.0
4774,4789,10.600868,157.240.14.35,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.004443999999999448,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TCP,1434,54,1434,1434,54,1434,1434,1434,54,False,True,False,False,True,False,False,False,True,0.002375000000000682,4.000000000026205e-05,0.004417000000000115,0.0005670000000002062,4.299999999801685e-05,1.0000000010279564e-06,0.0,0.00247099999999989,4.7000000000352316e-05
4775,4790,10.600907000000001,Target,157.240.14.35,TCP,54,51755  >  443 [ACK] Seq=11409 Ack=214104 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],11409,214104,131072,0,3.900000000101045e-05,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,1434,1434,54,1434,1434,54,1434,1434,1434,False,False,True,False,False,True,False,False,False,0.004443999999999448,0.002375000000000682,4.000000000026205e-05,0.004417000000000115,0.0005670000000002062,4.299999999801685e-05,1.0000000010279564e-06,0.0,0.00247099999999989
4776,4791,10.602139,157.240.14.35,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.0012319999999981235,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,54,1434,1434,54,1434,1434,54,1434,1434,True,False,False,True,False,False,True,False,False,3.900000000101045e-05,0.004443999999999448,0.002375000000000682,4.000000000026205e-05,0.004417000000000115,0.0005670000000002062,4.299999999801685e-05,1.0000000010279564e-06,0.0
4777,4792,10.614639,157.240.14.35,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.012500000000001066,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,1434,54,1434,1434,54,1434,1434,54,1434,False,True,False,False,True,False,False,True,False,0.0012319999999981235,3.900000000101045e-05,0.004443999999999448,0.002375000000000682,4.000000000026205e-05,0.004417000000000115,0.0005670000000002062,4.299999999801685e-05,1.0000000010279564e-06
4778,4793,10.614684,Target,157.240.14.35,TCP,54,51755  >  443 [ACK] Seq=11409 Ack=216864 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],11409,216864,131072,0,4.500000000007276e-05,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,1434,1434,54,1434,1434,54,1434,1434,54,False,False,True,False,False,True,False,False,True,0.012500000000001066,0.0012319999999981235,3.900000000101045e-05,0.004443999999999448,0.002375000000000682,4.000000000026205e-05,0.004417000000000115,0.0005670000000002062,4.299999999801685e-05
4779,4794,10.622499000000001,Target,52.207.60.84,TLSv1.2,1130,Application Data,True,Windows 10,Firefox,Browsing,6,Application Data,,,,,,5.220440000000002,TCP,TLSv1.2,TLSv1.2,TCP,TLSv1.2,TLSv1.2,TCP,TLSv1.2,TCP,54,773,105,54,1164,180,54,1258,1390,True,False,False,False,True,True,True,False,False,6.099999999875649e-05,0.006962000000000579,0.0,0.14573400000000092,0.0002699999999995484,0.00479699999999994,7.100000000015427e-05,1.000000000139778e-06,0.0036909999999990006
4780,4795,10.633923,157.240.14.35,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.019238999999998896,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,54,1434,1434,54,1434,1434,54,1434,1434,True,False,False,True,False,False,True,False,False,4.500000000007276e-05,0.012500000000001066,0.0012319999999981235,3.900000000101045e-05,0.004443999999999448,0.002375000000000682,4.000000000026205e-05,0.004417000000000115,0.0005670000000002062
4781,4796,10.637313,157.240.14.35,Target,TLSv1.3,1434,"Application Data, Application Data",False,,,Browsing,6,"Application Data, Application Data",,,,,,0.0033900000000013364,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,1434,54,1434,1434,54,1434,1434,54,1434,False,True,False,False,True,False,False,True,False,0.019238999999998896,4.500000000007276e-05,0.012500000000001066,0.0012319999999981235,3.900000000101045e-05,0.004443999999999448,0.002375000000000682,4.000000000026205e-05,0.004417000000000115
4782,4797,10.637346,Target,157.240.14.35,TCP,54,51755  >  443 [ACK] Seq=11409 Ack=219624 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],11409,219624,131072,0,3.300000000017178e-05,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,1434,1434,54,1434,1434,54,1434,1434,54,False,False,True,False,False,True,False,False,True,0.0033900000000013364,0.019238999999998896,4.500000000007276e-05,0.012500000000001066,0.0012319999999981235,3.900000000101045e-05,0.004443999999999448,0.002375000000000682,4.000000000026205e-05
4783,4798,10.644286,157.240.14.35,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.006939999999998392,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,54,1434,1434,54,1434,1434,54,1434,1434,True,False,False,True,False,False,True,False,False,3.300000000017178e-05,0.0033900000000013364,0.019238999999998896,4.500000000007276e-05,0.012500000000001066,0.0012319999999981235,3.900000000101045e-05,0.004443999999999448,0.002375000000000682
4784,4799,10.644287,157.240.14.35,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,1.0000000010279564e-06,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,1434,54,1434,1434,54,1434,1434,54,1434,False,True,False,False,True,False,False,True,False,0.006939999999998392,3.300000000017178e-05,0.0033900000000013364,0.019238999999998896,4.500000000007276e-05,0.012500000000001066,0.0012319999999981235,3.900000000101045e-05,0.004443999999999448
4785,4800,10.644289,157.240.14.35,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,2.000000000279556e-06,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,1434,1434,54,1434,1434,54,1434,1434,54,False,False,True,False,False,True,False,False,True,1.0000000010279564e-06,0.006939999999998392,3.300000000017178e-05,0.0033900000000013364,0.019238999999998896,4.500000000007276e-05,0.012500000000001066,0.0012319999999981235,3.900000000101045e-05
4786,4801,10.64429,157.240.14.35,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,9.999999992515995e-07,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,1434,1434,1434,54,1434,1434,54,1434,1434,False,False,False,True,False,False,True,False,False,2.000000000279556e-06,1.0000000010279564e-06,0.006939999999998392,3.300000000017178e-05,0.0033900000000013364,0.019238999999998896,4.500000000007276e-05,0.012500000000001066,0.0012319999999981235
4787,4802,10.644347,Target,157.240.14.35,TCP,54,51755  >  443 [ACK] Seq=11409 Ack=225144 Win=131072 Len=0,True,Windows 10,Firefox,Browsing,6,  >   [ACK] Seq= Ack= Win= Len=,[ACK],11409,225144,131072,0,5.699999999997374e-05,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,TLSv1.3,1434,1434,1434,1434,54,1434,1434,54,1434,False,False,False,False,True,False,False,True,False,9.999999992515995e-07,2.000000000279556e-06,1.0000000010279564e-06,0.006939999999998392,3.300000000017178e-05,0.0033900000000013364,0.019238999999998896,4.500000000007276e-05,0.012500000000001066
4788,4803,10.660551,157.240.14.35,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,0.016204000000000107,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TCP,54,1434,1434,1434,1434,54,1434,1434,54,True,False,False,False,False,True,False,False,True,5.699999999997374e-05,9.999999992515995e-07,2.000000000279556e-06,1.0000000010279564e-06,0.006939999999998392,3.300000000017178e-05,0.0033900000000013364,0.019238999999998896,4.500000000007276e-05
4789,4804,10.660552000000001,157.240.14.35,Target,TLSv1.3,1434,Application Data [TCP segment of a reassembled PDU],False,,,Browsing,6,Application Data [TCP segment of a reassembled PDU],,,,,,1.0000000010279564e-06,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,1434,54,1434,1434,1434,1434,54,1434,1434,False,True,False,False,False,False,True,False,False,0.016204000000000107,5.699999999997374e-05,9.999999992515995e-07,2.000000000279556e-06,1.0000000010279564e-06,0.006939999999998392,3.300000000017178e-05,0.0033900000000013364,0.019238999999998896
4790,4805,10.660552000000001,157.240.14.35,Target,TLSv1.3,1434,"Application Data, Application Data",False,,,Browsing,6,"Application Data, Application Data",,,,,,0.0,TLSv1.3,TLSv1.3,TCP,TLSv1.3,TLSv1.3,TLSv1.3,TLSv1.3,TCP,TLSv1.3,1434,1434,54,1434,1434,1434,1434,54,1434,False,False,True,False,False,False,False,True,False,1.0000000010279564e-06,0.016204000000000107,5.699999999997374e-05,9.999999992515995e-07,2.000000000279556e-06,1.0000000010279564e-06,0.006939999999998392,3.300000000017178e-05,0.0033900000000013364
