"No.","Time","Source","Destination","Protocol","Length","Info"
"6824","60.066814","107.162.140.96","192.168.207.132","TCP","1434","443  >  61790 [PSH, ACK] Seq=47131 Ack=1921 Win=6060 Len=1380 [TCP segment of a reassembled PDU]"
"6825","60.066814","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=16312 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6826","60.066815","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=17692 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6827","60.066854","192.168.207.132","107.162.140.96","TCP","54","61790  >  443 [ACK] Seq=1921 Ack=48511 Win=64860 Len=0"
"6828","60.066900","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=19072 Win=131072 Len=0"
"6829","60.070349","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=19072 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6830","60.070350","99.84.106.32","192.168.207.132","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"6831","60.070350","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=21832 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6832","60.070351","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=23212 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6833","60.070352","1.1.1.1","192.168.207.132","TCP","66","443  >  61806 [SYN, ACK] Seq=0 Ack=1 Win=13900 Len=0 MSS=1390 SACK_PERM=1 WS=128"
"6834","60.070352","1.1.1.1","192.168.207.132","TCP","66","443  >  61807 [SYN, ACK] Seq=0 Ack=1 Win=13900 Len=0 MSS=1390 SACK_PERM=1 WS=128"
"6835","60.070441","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=24592 Win=131072 Len=0"
"6836","60.070502","192.168.207.132","1.1.1.1","TCP","54","61806  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"6837","60.070532","192.168.207.132","1.1.1.1","TCP","54","61807  >  443 [ACK] Seq=1 Ack=1 Win=131840 Len=0"
"6838","60.070917","192.168.207.132","1.1.1.1","TLSv1.2","571","Client Hello"
"6839","60.071073","192.168.207.132","1.1.1.1","TLSv1.2","571","Client Hello"
"6840","60.071385","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=24592 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6841","60.071386","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=25972 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6842","60.071418","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=27352 Win=131072 Len=0"
"6843","60.073603","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=27352 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6844","60.073603","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=28732 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6845","60.073632","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=30112 Win=131072 Len=0"
"6846","60.074421","1.1.1.1","192.168.207.132","TCP","54","443  >  61807 [ACK] Seq=1 Ack=518 Win=14976 Len=0"
"6847","60.074421","1.1.1.1","192.168.207.132","TCP","54","443  >  61806 [ACK] Seq=1 Ack=518 Win=14976 Len=0"
"6848","60.074422","1.1.1.1","192.168.207.132","TLSv1.2","738","Server Hello, Certificate, Server Hello Done"
"6849","60.074422","1.1.1.1","192.168.207.132","TLSv1.2","738","Server Hello, Certificate, Server Hello Done"
"6850","60.074559","192.168.207.132","1.1.1.1","TLSv1.2","61","Alert (Level: Fatal, Description: Certificate Unknown)"
"6851","60.074719","192.168.207.132","1.1.1.1","TLSv1.2","61","Alert (Level: Fatal, Description: Certificate Unknown)"
"6852","60.074799","192.168.207.132","1.1.1.1","TCP","54","61806  >  443 [FIN, ACK] Seq=525 Ack=685 Win=131328 Len=0"
"6853","60.074899","192.168.207.132","1.1.1.1","TCP","54","61807  >  443 [FIN, ACK] Seq=525 Ack=685 Win=131328 Len=0"
"6854","60.075104","192.168.207.132","10.10.8.100","DNS","87","Standard query 0xbd42 A 9276771.fls.doubleclick.net"
"6855","60.075378","192.168.207.132","74.125.138.155","UDP","1392","50076  >  443 Len=1350"
"6856","60.075577","192.168.207.132","74.125.138.155","TLSv1.3","242","Application Data"
"6857","60.075621","192.168.207.132","74.125.138.155","TLSv1.3","93","Application Data"
"6858","60.075689","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=30112 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6859","60.075690","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=31492 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6860","60.075718","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=32872 Win=131072 Len=0"
"6861","60.076844","64.233.185.138","192.168.207.132","TCP","54","443  >  61689 [ACK] Seq=19657 Ack=2520 Win=67328 Len=0"
"6862","60.077645","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=32872 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6863","60.077673","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=34252 Win=131072 Len=0"
"6864","60.078676","99.84.106.32","192.168.207.132","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"6865","60.078676","1.1.1.1","192.168.207.132","TCP","54","443  >  61806 [FIN, ACK] Seq=685 Ack=525 Win=14976 Len=0"
"6866","60.078677","1.1.1.1","192.168.207.132","TCP","54","443  >  61806 [ACK] Seq=686 Ack=526 Win=14976 Len=0"
"6867","60.078677","1.1.1.1","192.168.207.132","TCP","54","443  >  61807 [FIN, ACK] Seq=685 Ack=525 Win=14976 Len=0"
"6868","60.078677","1.1.1.1","192.168.207.132","TCP","54","443  >  61807 [ACK] Seq=686 Ack=526 Win=14976 Len=0"
"6869","60.078720","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=35632 Win=131072 Len=0"
"6870","60.080463","74.125.21.136","192.168.207.132","TLSv1.3","484","Application Data"
"6871","60.080463","74.125.21.136","192.168.207.132","TLSv1.3","1434","Application Data"
"6872","60.080479","192.168.207.132","74.125.21.136","TCP","54","61803  >  443 [ACK] Seq=1182 Ack=6187 Win=131072 Len=0"
"6873","60.082548","74.125.21.136","192.168.207.132","TLSv1.3","1434","Application Data"
"6874","60.082548","74.125.21.136","192.168.207.132","TLSv1.3","1434","Application Data"
"6875","60.082549","74.125.21.136","192.168.207.132","TLSv1.3","1434","Application Data"
"6876","60.082550","74.125.21.136","192.168.207.132","TLSv1.3","1434","Application Data"
"6877","60.082551","74.125.21.136","192.168.207.132","TLSv1.3","1434","Application Data"
"6878","60.082551","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=35632 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6879","60.082551","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=37012 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6880","60.082603","192.168.207.132","74.125.21.136","TCP","54","61803  >  443 [ACK] Seq=1182 Ack=13087 Win=131072 Len=0"
"6881","60.082660","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=38392 Win=131072 Len=0"
"6882","60.083100","74.125.21.136","192.168.207.132","TLSv1.3","1434","Application Data"
"6883","60.083100","74.125.21.136","192.168.207.132","TLSv1.3","1434","Application Data"
"6884","60.083133","192.168.207.132","74.125.21.136","TCP","54","61803  >  443 [ACK] Seq=1182 Ack=15847 Win=131072 Len=0"
"6885","60.088574","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=38392 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6886","60.088575","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=39772 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6887","60.088575","74.125.21.136","192.168.207.132","TLSv1.3","1434","Application Data"
"6888","60.088577","74.125.21.136","192.168.207.132","TLSv1.3","1434","Application Data"
"6889","60.088577","74.125.21.136","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"6890","60.088635","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=41152 Win=131072 Len=0"
"6891","60.088694","192.168.207.132","74.125.21.136","TCP","54","61803  >  443 [ACK] Seq=1182 Ack=19987 Win=131072 Len=0"
"6892","60.090392","74.125.21.136","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"6893","60.090393","74.125.21.136","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"6894","60.090393","74.125.21.136","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"6895","60.090439","192.168.207.132","74.125.21.136","TCP","54","61803  >  443 [ACK] Seq=1182 Ack=24127 Win=131072 Len=0"
"6896","60.092248","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=41152 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6897","60.092249","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=42532 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6898","60.092249","74.125.21.136","192.168.207.132","TLSv1.3","1434","Application Data [TCP segment of a reassembled PDU]"
"6899","60.092251","74.125.21.136","192.168.207.132","TLSv1.3","100","Application Data, Application Data"
"6900","60.092251","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=43912 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6901","60.092303","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=45292 Win=131072 Len=0"
"6902","60.092359","192.168.207.132","74.125.21.136","TCP","54","61803  >  443 [ACK] Seq=1182 Ack=25553 Win=131072 Len=0"
"6903","60.096423","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=45292 Ack=1222 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6904","60.096423","74.125.138.155","192.168.207.132","TCP","54","443  >  61727 [ACK] Seq=3842 Ack=1419 Win=68096 Len=0"
"6905","60.096424","74.125.138.155","192.168.207.132","TLSv1.3","93","Application Data"
"6906","60.096424","74.125.21.136","192.168.207.132","TLSv1.3","85","Application Data"
"6907","60.096424","74.125.21.136","192.168.207.132","TLSv1.3","93","Application Data"
"6908","60.096424","74.125.138.155","192.168.207.132","TLSv1.3","259","Application Data"
"6909","60.096425","74.125.138.155","192.168.207.132","TLSv1.3","450","Application Data"
"6910","60.096425","10.10.8.100","192.168.207.132","DNS","140","Standard query response 0xbd42 A 9276771.fls.doubleclick.net CNAME dart.l.doubleclick.net A 108.177.122.149 A 108.177.122.148"
"6911","60.096425","74.125.138.155","192.168.207.132","TLSv1.3","85","Application Data"
"6912","60.096426","74.125.138.155","192.168.207.132","TLSv1.3","93","Application Data"
"6913","60.096426","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=46672 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6914","60.096427","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=48052 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6915","60.096428","107.162.140.96","192.168.207.132","TCP","1434","443  >  61792 [ACK] Seq=4222 Ack=1360 Win=5499 Len=1380 [TCP segment of a reassembled PDU]"
"6916","60.096428","107.162.140.96","192.168.207.132","TCP","134","443  >  61792 [PSH, ACK] Seq=5602 Ack=1360 Win=5499 Len=80 [TCP segment of a reassembled PDU]"
"6917","60.096507","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=46672 Win=131072 Len=0"
"6918","60.096568","192.168.207.132","74.125.138.155","TCP","54","61727  >  443 [ACK] Seq=1419 Ack=4482 Win=131072 Len=0"
"6919","60.096595","192.168.207.132","74.125.21.136","TCP","54","61803  >  443 [ACK] Seq=1182 Ack=25623 Win=130816 Len=0"
"6920","60.096685","192.168.207.132","74.125.138.155","TCP","54","61727  >  443 [ACK] Seq=1419 Ack=4552 Win=130816 Len=0"
"6921","60.096710","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=49432 Win=131072 Len=0"
"6922","60.096729","192.168.207.132","107.162.140.96","TCP","54","61792  >  443 [ACK] Seq=1360 Ack=5682 Win=64860 Len=0"
"6923","60.097269","192.168.207.132","74.125.21.136","TLSv1.3","93","Application Data"
"6924","60.097685","192.168.207.132","108.177.122.149","TCP","66","61808  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"6925","60.097805","192.168.207.132","74.125.138.155","TLSv1.3","93","Application Data"
"6926","60.098816","107.162.140.96","192.168.207.132","TCP","1434","443  >  61790 [ACK] Seq=48511 Ack=1921 Win=6060 Len=1380 [TCP segment of a reassembled PDU]"
"6927","60.098816","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=49432 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6928","60.098817","99.84.106.32","192.168.207.132","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"6929","60.098818","107.162.140.96","192.168.207.132","TCP","1434","443  >  61790 [ACK] Seq=49891 Ack=1921 Win=6060 Len=1380 [TCP segment of a reassembled PDU]"
"6930","60.098819","107.162.140.96","192.168.207.132","TCP","288","[TCP Previous segment not captured] 443  >  61790 [PSH, ACK] Seq=52651 Ack=1921 Win=6060 Len=234 [TCP segment of a reassembled PDU]"
"6931","60.098819","107.162.140.96","192.168.207.132","TCP","1434","[TCP Out-Of-Order] 443  >  61790 [ACK] Seq=51271 Ack=1921 Win=6060 Len=1380 [TCP segment of a reassembled PDU]"
"6932","60.098819","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=52192 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6933","60.098820","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=53572 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6934","60.098877","192.168.207.132","107.162.140.96","TCP","66","61790  >  443 [ACK] Seq=1921 Ack=51271 Win=64860 Len=0 SLE=52651 SRE=52885"
"6935","60.098938","192.168.207.132","107.162.140.96","TCP","54","61790  >  443 [ACK] Seq=1921 Ack=52885 Win=64860 Len=0"
"6936","60.098968","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=54952 Win=131072 Len=0"
"6937","60.099348","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=54952 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6938","60.099348","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=56332 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6939","60.099378","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=57712 Win=131072 Len=0"
"6940","60.099702","192.168.207.132","64.233.177.105","TLSv1.3","219","Application Data"
"6941","60.101769","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=57712 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6942","60.101770","99.84.106.32","192.168.207.132","TLSv1.2","1434","Application Data, Application Data"
"6943","60.101770","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=60472 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6944","60.101772","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=61852 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6945","60.101824","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=63232 Win=131072 Len=0"
"6946","60.103398","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=63232 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6947","60.103399","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=64612 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6948","60.103441","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=65992 Win=131072 Len=0"
"6949","60.106351","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=65992 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6950","60.106352","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=67372 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6951","60.106352","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=68752 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6952","60.106354","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=70132 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6953","60.106354","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=71512 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6954","60.106354","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=72892 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6955","60.106409","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=74272 Win=131072 Len=0"
"6956","60.107581","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=74272 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6957","60.107581","99.84.106.32","192.168.207.132","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"6958","60.107621","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=77032 Win=131072 Len=0"
"6959","60.109389","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=77032 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6960","60.109390","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=78412 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6961","60.109430","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=79792 Win=131072 Len=0"
"6962","60.110696","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=79792 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6963","60.110698","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=81172 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6964","60.110742","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=82552 Win=131072 Len=0"
"6965","60.112925","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=82552 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6966","60.112926","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=83932 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6967","60.112926","74.125.21.136","192.168.207.132","TCP","54","443  >  61803 [ACK] Seq=25623 Ack=1221 Win=67072 Len=0"
"6968","60.112926","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=85312 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6969","60.112979","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=86692 Win=131072 Len=0"
"6970","60.113480","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=86692 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6971","60.113481","108.177.122.149","192.168.207.132","TCP","66","443  >  61808 [SYN, ACK] Seq=0 Ack=1 Win=62920 Len=0 MSS=1380 SACK_PERM=1 WS=256"
"6972","60.113481","64.233.177.105","192.168.207.132","TCP","54","443  >  61646 [ACK] Seq=872979 Ack=26155 Win=182272 Len=0"
"6973","60.113561","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=88072 Win=131072 Len=0"
"6974","60.113616","192.168.207.132","108.177.122.149","TCP","54","61808  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"6975","60.113810","192.168.207.132","108.177.122.149","TLSv1.3","571","Client Hello"
"6976","60.122500","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=88072 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6977","60.122502","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=89452 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6978","60.122503","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=90832 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6979","60.122617","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=92212 Win=131072 Len=0"
"6980","60.126774","99.84.106.32","192.168.207.132","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"6981","60.126775","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=93592 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6982","60.126775","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=94972 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6983","60.126836","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=96352 Win=131072 Len=0"
"6984","60.128617","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=96352 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6985","60.128618","74.125.138.155","192.168.207.132","TCP","54","443  >  61727 [ACK] Seq=4552 Ack=1458 Win=68096 Len=0"
"6986","60.128619","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=97732 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6987","60.128619","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=99112 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6988","60.128715","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=100492 Win=131072 Len=0"
"6989","60.130768","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=100492 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6990","60.130769","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=101872 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6991","60.130769","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=103252 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6992","60.130771","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=104632 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6993","60.130771","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=106012 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6994","60.130771","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=107392 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6995","60.130852","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=108772 Win=131072 Len=0"
"6996","60.132365","99.84.106.32","192.168.207.132","TLSv1.2","1434","Application Data, Application Data"
"6997","60.132365","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=110152 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6998","60.132366","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=111532 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"6999","60.132410","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=112912 Win=131072 Len=0"
"7000","60.137978","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=112912 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"7001","60.137978","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=114292 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"7002","60.137979","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=115672 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"7003","60.138025","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=117052 Win=131072 Len=0"
"7004","60.139762","64.233.177.105","192.168.207.132","TLSv1.3","268","Application Data"
"7005","60.139763","64.233.177.105","192.168.207.132","TLSv1.3","158","Application Data, Application Data"
"7006","60.139763","64.233.177.105","192.168.207.132","TLSv1.3","93","Application Data"
"7007","60.139763","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=117052 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"7008","60.139764","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=118432 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"7009","60.139764","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=119812 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"7010","60.139825","192.168.207.132","64.233.177.105","TCP","54","61646  >  443 [ACK] Seq=26155 Ack=873336 Win=131072 Len=0"
"7011","60.139887","192.168.207.132","99.84.106.32","TCP","54","61805  >  443 [ACK] Seq=1260 Ack=121192 Win=131072 Len=0"
"7012","60.140811","192.168.207.132","64.233.177.105","TLSv1.3","93","Application Data"
"7013","60.143373","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=121192 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"7014","60.143374","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=122572 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
"7015","60.143374","99.84.106.32","192.168.207.132","TLSv1.2","1434","Application Data [TCP segment of a reassembled PDU]"
"7016","60.143376","99.84.106.32","192.168.207.132","TCP","1434","443  >  61805 [ACK] Seq=125332 Ack=1260 Win=31488 Len=1380 [TCP segment of a reassembled PDU]"
